Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[2004, 2006]	гурьев михаил	Q4152533	Гурьев, Михаил Николаевич	P570	дата смерти	0	0	2004-11-25	0	0	0
[1959, 1963]	гурьевич четаи	Q4514946	Четаев, Николай Гурьевич	P570	дата смерти	0	0	1959-10-17	0	0	0
[1946, 1948]	гурьевский район	Q76786	Гурьевский городской округ	P571	дата основания/создания/возникновения	0	0	1946-01-01	0	0	0
[2002, 2003]	гурьянов а	Q4152583	Гурьянов, Николай Алексеевич	P570	дата смерти	0	0	2002-08-24	0	0	0
[2006, 2007]	гурьянов александр	Q58727	Гурьянов, Александр Евгеньевич	P39	занимаемая должность	посол Белоруссии в Южной Корее	0	0	2006-01-19	2010-11-04	0
[1933, 1937]	гурьянов в	Q4152569	Гурьянов, Валерий Алексеевич	P569	дата рождения	0	0	1936-07-30	0	0	0
[2002, 2003]	гурьянов н	Q4152583	Гурьянов, Николай Алексеевич	P570	дата смерти	0	0	2002-08-24	0	0	0
[1969, 1973]	гусак г	Q157651	Густав Гусак	P166	полученные награды	Герой ЧССР	0	0	0	0	1969-08-23
[1982, 1984]	гусак г	Q157651	Густав Гусак	P166	полученные награды	Герой ЧССР	0	0	0	0	1982-12-03
[1969, 1973]	гусак г	Q157651	Густав Гусак	P166	полученные награды	Герой ЧССР	0	0	0	0	1972-12-27
[1969, 1973]	гусак г	Q157651	Густав Гусак	P39	занимаемая должность	генеральный секретарь ЦК КПЧ	0	0	1969-01-01	1987-01-01	0
[1970, 1974]	гусак густав	Q157651	Густав Гусак	P166	полученные награды	Герой ЧССР	0	0	0	0	1972-12-27
[1994, 1996]	гусар на	Q1194500	Гусар на крыше	P577	дата публикации	0	0	1995-01-01	0	0	0
[1962, 1966]	гусарский баллада	Q2369847	Гусарская баллада	P577	дата публикации	0	0	1962-01-01	0	0	0
[2005, 2007]	гусев а	Q561553	Ролан Александрович Гусев	P54	член спортивной команды	сборная России по футболу	0	0	2000-01-01	2005-01-01	0
[1952, 1963]	гусев а	Q4152688	Гусев, Игорь Анатольевич	P569	дата рождения	0	0	1958-01-01	0	0	0
[1984, 1988]	гусев а	Q4152711	Гусев, Пётр Андреевич	P570	дата смерти	0	0	1987-03-30	0	0	0
[1990, 1997]	гусев александр	Q4715164	Александр Петрович Гусев	P570	дата смерти	0	0	1994-01-01	0	0	0
[1990, 1997]	гусев александр	Q4152648	Гусев, Александр Михайлович	P570	дата смерти	0	0	1994-01-01	0	0	0
[1966, 1970]	гусев александр	Q4152638	Гусев, Александр Витальевич	P569	дата рождения	0	0	1966-03-20	0	0	0
[1992, 1996]	гусев анатолий	Q16640944	Гусев, Анатолий Михайлович	P570	дата смерти	0	0	1993-07-14	0	0	0
[1993, 1997]	гусев андрей	Q17907843	Андрей Евгеньевич Гусев	P39	занимаемая должность	главный редактор	0	0	1993-01-01	0	0
[1954, 1959]	гусев в	Q4152679	Гусев, Владимир Михайлович	P2031	начало периода активности	0	0	1954-01-01	0	0	0
[1982, 1999]	гусев владимир	Q7938360	Владимир Гусев	P569	дата рождения	0	0	1982-11-24	0	0	0
[1975, 1977]	гусев владимир	Q4152667	Гусев, Владимир Валентинович	P2031	начало периода активности	0	0	1975-01-01	0	0	0
[1958, 1959]	гусев владимир	Q4152670	Владимир Евгеньевич Гусев	P569	дата рождения	0	0	1958-07-09	0	0	0
[1982, 1999]	гусев владимир	Q4152670	Владимир Евгеньевич Гусев	P2031	начало периода активности	0	0	1984-01-01	0	0	0
[1982, 1999]	гусев владимир	Q18217365	Владимир Гусев	P569	дата рождения	0	0	1996-02-09	0	0	0
[1982, 1999]	гусев владимир	Q445289	Гусев, Владимир Николаевич	P569	дата рождения	0	0	1982-07-04	0	0	0
[1982, 1999]	гусев владимир	Q18406231	Гусев, Владимир Александрович	P570	дата смерти	0	0	1990-03-25	0	0	0
[1982, 1999]	гусев владимир	Q4152666	Владимир Александрович Гусев	P166	полученные награды	Заслуженный деятель искусств Российской Федерации	0	0	0	0	1996-01-01
[1991, 1997]	гусев иван	Q19742467	Гусев, Иван Фёдорович	P570	дата смерти	0	0	1991-01-01	0	0	0
[1932, 1936]	гусев к	Q4152674	Владимир Кузьмич Гусев	P569	дата рождения	0	0	1932-04-19	0	0	0
[1948, 1955]	гусев м	Q4152679	Гусев, Владимир Михайлович	P2031	начало периода активности	0	0	1954-01-01	0	0	0
[1983, 1984]	гусев наталья	Q2588685	Наталья Гусева	P2031	начало периода активности	0	0	1983-01-01	0	0	0
